review,rating,region,platform,language,label
This product changed my life!!! Best ever!!! Must buy now!!!,5,Tamil Nadu,Amazon,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Delhi,Flipkart,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Zomato,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,West Bengal,Amazon,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,West Bengal,Flipkart,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Delhi,Snapdeal,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Snapdeal,Bengali,Legit
Decent product for the price. Packaging could be better though.,2,Tamil Nadu,Snapdeal,Bengali,Legit
Decent product for the price. Packaging could be better though.,4,Tamil Nadu,Amazon,Telugu,Legit
Fits well and is comfortable for long periods of use.,4,Karnataka,Flipkart,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Maharashtra,Snapdeal,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Delhi,Flipkart,Tamil,Fake
Received the item in good condition. Works as expected.,1,Tamil Nadu,Amazon,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Maharashtra,Amazon,Hindi,Fake
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Snapdeal,Telugu,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Myntra,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Snapdeal,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,West Bengal,Myntra,Telugu,Fake
Decent product for the price. Packaging could be better though.,4,West Bengal,Snapdeal,Tamil,Legit
OMG this is the best phone in the universe!!!!,3,Delhi,Flipkart,Hindi,Fake
Received the item in good condition. Works as expected.,1,West Bengal,Zomato,English,Legit
OMG this is the best phone in the universe!!!!,2,Maharashtra,Myntra,Hindi,Fake
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Snapdeal,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,West Bengal,Snapdeal,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Karnataka,Zomato,Hindi,Legit
Great product. Great service. Great everything.,4,West Bengal,Snapdeal,Telugu,Fake
OMG this is the best phone in the universe!!!!,5,West Bengal,Myntra,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Delhi,Flipkart,English,Fake
Great product. Great service. Great everything.,3,Maharashtra,Amazon,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Myntra,Hindi,Legit
Great product. Great service. Great everything.,5,Maharashtra,Flipkart,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Delhi,Amazon,Telugu,Fake
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Zomato,Bengali,Fake
Decent product for the price. Packaging could be better though.,4,Karnataka,Flipkart,Bengali,Legit
Received the item in good condition. Works as expected.,4,Karnataka,Zomato,Hindi,Legit
Received the item in good condition. Works as expected.,3,Delhi,Amazon,English,Legit
Received the item in good condition. Works as expected.,3,West Bengal,Snapdeal,Hindi,Legit
OMG this is the best phone in the universe!!!!,5,Karnataka,Amazon,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,West Bengal,Myntra,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Delhi,Flipkart,English,Fake
Received the item in good condition. Works as expected.,5,Delhi,Amazon,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Tamil Nadu,Zomato,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Karnataka,Amazon,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Zomato,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Maharashtra,Flipkart,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Karnataka,Snapdeal,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,West Bengal,Myntra,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,Delhi,Amazon,English,Fake
OMG this is the best phone in the universe!!!!,4,Karnataka,Flipkart,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Tamil Nadu,Amazon,Tamil,Fake
Received the item in good condition. Works as expected.,4,Maharashtra,Myntra,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Delhi,Myntra,Hindi,Legit
Great product. Great service. Great everything.,1,Delhi,Myntra,Bengali,Fake
Received the item in good condition. Works as expected.,5,Maharashtra,Zomato,Telugu,Legit
Great product. Great service. Great everything.,1,Delhi,Amazon,Bengali,Fake
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Flipkart,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,West Bengal,Amazon,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Maharashtra,Myntra,Telugu,Fake
OMG this is the best phone in the universe!!!!,3,West Bengal,Amazon,Hindi,Fake
Fits well and is comfortable for long periods of use.,1,Tamil Nadu,Amazon,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,West Bengal,Snapdeal,English,Legit
Fits well and is comfortable for long periods of use.,4,West Bengal,Myntra,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Tamil Nadu,Snapdeal,Tamil,Fake
Received the item in good condition. Works as expected.,5,Delhi,Zomato,English,Legit
OMG this is the best phone in the universe!!!!,3,Tamil Nadu,Amazon,Tamil,Fake
Fits well and is comfortable for long periods of use.,1,Karnataka,Zomato,English,Legit
Received the item in good condition. Works as expected.,5,Delhi,Myntra,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Zomato,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,Maharashtra,Zomato,English,Fake
Received the item in good condition. Works as expected.,5,West Bengal,Flipkart,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,West Bengal,Flipkart,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,Delhi,Myntra,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Maharashtra,Amazon,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Zomato,Telugu,Fake
Received the item in good condition. Works as expected.,2,Tamil Nadu,Myntra,Telugu,Legit
Decent product for the price. Packaging could be better though.,5,Maharashtra,Zomato,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Myntra,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,West Bengal,Zomato,English,Legit
Fits well and is comfortable for long periods of use.,4,Karnataka,Zomato,Tamil,Legit
OMG this is the best phone in the universe!!!!,4,Delhi,Zomato,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,Karnataka,Myntra,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Tamil Nadu,Snapdeal,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Delhi,Zomato,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Maharashtra,Snapdeal,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Amazon,Telugu,Legit
Decent product for the price. Packaging could be better though.,5,West Bengal,Amazon,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Zomato,Hindi,Legit
Fits well and is comfortable for long periods of use.,2,Delhi,Amazon,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Delhi,Flipkart,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Karnataka,Snapdeal,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,Delhi,Myntra,Tamil,Legit
Fits well and is comfortable for long periods of use.,5,Karnataka,Amazon,Tamil,Legit
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Snapdeal,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,West Bengal,Amazon,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Tamil Nadu,Flipkart,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Maharashtra,Zomato,Hindi,Fake
Great product. Great service. Great everything.,1,Maharashtra,Amazon,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Karnataka,Snapdeal,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Maharashtra,Amazon,Tamil,Legit
Great product. Great service. Great everything.,3,Tamil Nadu,Flipkart,Bengali,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Maharashtra,Amazon,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Maharashtra,Amazon,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,Karnataka,Snapdeal,Bengali,Fake
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Flipkart,Bengali,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,West Bengal,Zomato,English,Fake
Great product. Great service. Great everything.,5,Delhi,Zomato,Hindi,Fake
Fits well and is comfortable for long periods of use.,4,Maharashtra,Myntra,Hindi,Legit
Great product. Great service. Great everything.,2,Tamil Nadu,Amazon,Bengali,Fake
Great product. Great service. Great everything.,3,Tamil Nadu,Snapdeal,Telugu,Fake
Great product. Great service. Great everything.,5,Delhi,Myntra,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Flipkart,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,West Bengal,Snapdeal,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Karnataka,Flipkart,Telugu,Fake
Received the item in good condition. Works as expected.,3,West Bengal,Amazon,English,Legit
Decent product for the price. Packaging could be better though.,3,Maharashtra,Snapdeal,Tamil,Legit
Fits well and is comfortable for long periods of use.,5,Tamil Nadu,Amazon,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Karnataka,Snapdeal,Tamil,Legit
Great product. Great service. Great everything.,1,Delhi,Flipkart,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,Delhi,Snapdeal,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Delhi,Amazon,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Maharashtra,Snapdeal,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,Karnataka,Snapdeal,Tamil,Legit
Decent product for the price. Packaging could be better though.,1,Karnataka,Snapdeal,English,Legit
Great product. Great service. Great everything.,3,West Bengal,Myntra,Telugu,Fake
Fits well and is comfortable for long periods of use.,2,Karnataka,Zomato,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,Karnataka,Myntra,Tamil,Legit
OMG this is the best phone in the universe!!!!,4,Delhi,Flipkart,Hindi,Fake
Great product. Great service. Great everything.,5,Maharashtra,Zomato,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Delhi,Zomato,Tamil,Fake
Great product. Great service. Great everything.,4,Delhi,Zomato,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Myntra,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Zomato,English,Fake
Decent product for the price. Packaging could be better though.,2,Delhi,Snapdeal,Tamil,Legit
Great product. Great service. Great everything.,5,Delhi,Amazon,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Karnataka,Amazon,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Tamil Nadu,Amazon,English,Fake
Received the item in good condition. Works as expected.,5,West Bengal,Myntra,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Karnataka,Zomato,Bengali,Legit
OMG this is the best phone in the universe!!!!,2,Karnataka,Flipkart,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Karnataka,Myntra,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Delhi,Amazon,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Karnataka,Amazon,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Maharashtra,Myntra,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Karnataka,Snapdeal,English,Legit
Fits well and is comfortable for long periods of use.,4,Maharashtra,Myntra,Bengali,Legit
Received the item in good condition. Works as expected.,5,Tamil Nadu,Myntra,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,West Bengal,Zomato,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Maharashtra,Zomato,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,West Bengal,Myntra,Telugu,Legit
Decent product for the price. Packaging could be better though.,2,Maharashtra,Flipkart,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Tamil Nadu,Snapdeal,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Maharashtra,Zomato,Telugu,Fake
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Snapdeal,Tamil,Fake
Decent product for the price. Packaging could be better though.,5,Tamil Nadu,Amazon,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Karnataka,Amazon,English,Legit
Fits well and is comfortable for long periods of use.,5,Maharashtra,Zomato,Hindi,Legit
Decent product for the price. Packaging could be better though.,3,Maharashtra,Zomato,English,Legit
OMG this is the best phone in the universe!!!!,3,Maharashtra,Flipkart,Hindi,Fake
Decent product for the price. Packaging could be better though.,5,West Bengal,Flipkart,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Tamil Nadu,Myntra,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,West Bengal,Amazon,Bengali,Fake
OMG this is the best phone in the universe!!!!,4,Maharashtra,Zomato,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Amazon,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Tamil Nadu,Flipkart,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,West Bengal,Myntra,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Zomato,English,Fake
Received the item in good condition. Works as expected.,3,Tamil Nadu,Snapdeal,English,Legit
Fits well and is comfortable for long periods of use.,1,West Bengal,Snapdeal,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Delhi,Zomato,Bengali,Fake
OMG this is the best phone in the universe!!!!,4,West Bengal,Snapdeal,Hindi,Fake
Decent product for the price. Packaging could be better though.,5,West Bengal,Zomato,Tamil,Legit
Received the item in good condition. Works as expected.,1,Delhi,Zomato,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Delhi,Flipkart,English,Legit
Great product. Great service. Great everything.,3,West Bengal,Zomato,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,West Bengal,Amazon,English,Fake
Fits well and is comfortable for long periods of use.,4,Delhi,Flipkart,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Maharashtra,Flipkart,English,Fake
Received the item in good condition. Works as expected.,4,Delhi,Snapdeal,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Tamil Nadu,Snapdeal,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Myntra,Telugu,Legit
Decent product for the price. Packaging could be better though.,2,West Bengal,Flipkart,Telugu,Legit
Great product. Great service. Great everything.,1,Delhi,Myntra,Hindi,Fake
Fits well and is comfortable for long periods of use.,1,West Bengal,Amazon,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Zomato,Tamil,Legit
Fits well and is comfortable for long periods of use.,1,Maharashtra,Zomato,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Flipkart,Tamil,Legit
Decent product for the price. Packaging could be better though.,2,Delhi,Amazon,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,Delhi,Amazon,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Maharashtra,Flipkart,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,West Bengal,Zomato,Telugu,Legit
Great product. Great service. Great everything.,1,Delhi,Amazon,Telugu,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Myntra,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Myntra,English,Legit
Received the item in good condition. Works as expected.,4,Maharashtra,Amazon,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Delhi,Amazon,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Tamil Nadu,Amazon,Bengali,Fake
Received the item in good condition. Works as expected.,3,Karnataka,Amazon,Bengali,Legit
Received the item in good condition. Works as expected.,1,Maharashtra,Flipkart,English,Legit
Received the item in good condition. Works as expected.,2,Delhi,Amazon,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Myntra,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Zomato,English,Fake
Fits well and is comfortable for long periods of use.,4,Karnataka,Myntra,Telugu,Legit
Great product. Great service. Great everything.,3,Maharashtra,Amazon,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Maharashtra,Myntra,Bengali,Fake
Decent product for the price. Packaging could be better though.,4,Tamil Nadu,Zomato,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Karnataka,Flipkart,Bengali,Fake
Received the item in good condition. Works as expected.,2,Maharashtra,Amazon,English,Legit
Decent product for the price. Packaging could be better though.,2,Karnataka,Amazon,Tamil,Legit
OMG this is the best phone in the universe!!!!,5,West Bengal,Amazon,Tamil,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Maharashtra,Snapdeal,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Tamil Nadu,Myntra,Tamil,Fake
Fits well and is comfortable for long periods of use.,2,West Bengal,Snapdeal,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,West Bengal,Snapdeal,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Flipkart,English,Fake
Decent product for the price. Packaging could be better though.,4,Delhi,Flipkart,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Karnataka,Myntra,Telugu,Fake
Decent product for the price. Packaging could be better though.,1,Maharashtra,Myntra,Telugu,Legit
Decent product for the price. Packaging could be better though.,3,Karnataka,Snapdeal,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Amazon,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Flipkart,Tamil,Fake
Received the item in good condition. Works as expected.,4,Maharashtra,Flipkart,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Tamil Nadu,Zomato,Tamil,Legit
Great product. Great service. Great everything.,5,West Bengal,Myntra,Tamil,Fake
Fits well and is comfortable for long periods of use.,3,Tamil Nadu,Flipkart,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Karnataka,Myntra,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Flipkart,Bengali,Fake
OMG this is the best phone in the universe!!!!,3,Tamil Nadu,Flipkart,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Amazon,Hindi,Legit
Received the item in good condition. Works as expected.,5,Karnataka,Zomato,Hindi,Legit
Great product. Great service. Great everything.,3,Tamil Nadu,Snapdeal,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Amazon,Bengali,Legit
Great product. Great service. Great everything.,4,Delhi,Snapdeal,English,Fake
Decent product for the price. Packaging could be better though.,4,West Bengal,Snapdeal,Telugu,Legit
Received the item in good condition. Works as expected.,5,Karnataka,Snapdeal,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,West Bengal,Myntra,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Maharashtra,Amazon,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,West Bengal,Flipkart,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Delhi,Zomato,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Tamil Nadu,Myntra,English,Fake
Received the item in good condition. Works as expected.,4,Delhi,Zomato,Telugu,Legit
Decent product for the price. Packaging could be better though.,4,West Bengal,Snapdeal,Tamil,Legit
OMG this is the best phone in the universe!!!!,3,West Bengal,Flipkart,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Delhi,Myntra,Bengali,Fake
Fits well and is comfortable for long periods of use.,4,Tamil Nadu,Snapdeal,Telugu,Legit
Decent product for the price. Packaging could be better though.,1,Delhi,Myntra,English,Legit
Fits well and is comfortable for long periods of use.,5,Delhi,Amazon,English,Legit
Fits well and is comfortable for long periods of use.,1,Karnataka,Amazon,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Maharashtra,Myntra,Telugu,Legit
Received the item in good condition. Works as expected.,1,Tamil Nadu,Flipkart,English,Legit
Received the item in good condition. Works as expected.,1,Karnataka,Flipkart,English,Legit
Received the item in good condition. Works as expected.,1,West Bengal,Snapdeal,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Myntra,Hindi,Fake
Great product. Great service. Great everything.,1,Tamil Nadu,Snapdeal,Hindi,Fake
Fits well and is comfortable for long periods of use.,1,West Bengal,Amazon,Telugu,Legit
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Zomato,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Myntra,Tamil,Legit
Decent product for the price. Packaging could be better though.,4,West Bengal,Zomato,Hindi,Legit
Fits well and is comfortable for long periods of use.,2,Maharashtra,Snapdeal,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,Delhi,Flipkart,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Delhi,Zomato,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Tamil Nadu,Zomato,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Tamil Nadu,Myntra,Bengali,Fake
Received the item in good condition. Works as expected.,1,Delhi,Amazon,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Amazon,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Karnataka,Snapdeal,Hindi,Legit
Great product. Great service. Great everything.,2,Tamil Nadu,Amazon,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Maharashtra,Snapdeal,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Amazon,Tamil,Legit
OMG this is the best phone in the universe!!!!,4,Maharashtra,Zomato,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Maharashtra,Snapdeal,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,West Bengal,Snapdeal,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Tamil Nadu,Myntra,Telugu,Fake
Fits well and is comfortable for long periods of use.,3,Delhi,Myntra,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Delhi,Snapdeal,Tamil,Fake
Decent product for the price. Packaging could be better though.,4,Maharashtra,Amazon,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Maharashtra,Flipkart,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Karnataka,Myntra,Hindi,Legit
Received the item in good condition. Works as expected.,2,Tamil Nadu,Zomato,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Maharashtra,Amazon,Bengali,Legit
Decent product for the price. Packaging could be better though.,1,Delhi,Myntra,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Tamil Nadu,Amazon,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,West Bengal,Snapdeal,English,Fake
Received the item in good condition. Works as expected.,3,Karnataka,Snapdeal,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Delhi,Amazon,Bengali,Fake
Received the item in good condition. Works as expected.,1,Tamil Nadu,Amazon,Telugu,Legit
Great product. Great service. Great everything.,5,Delhi,Flipkart,Hindi,Fake
Fits well and is comfortable for long periods of use.,2,Maharashtra,Flipkart,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,West Bengal,Myntra,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Myntra,Bengali,Fake
Great product. Great service. Great everything.,1,Delhi,Amazon,English,Fake
Fits well and is comfortable for long periods of use.,5,Delhi,Snapdeal,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,Tamil Nadu,Amazon,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Tamil Nadu,Snapdeal,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Flipkart,Telugu,Legit
OMG this is the best phone in the universe!!!!,3,Tamil Nadu,Myntra,Hindi,Fake
Received the item in good condition. Works as expected.,2,Karnataka,Snapdeal,Bengali,Legit
Fits well and is comfortable for long periods of use.,2,West Bengal,Myntra,Hindi,Legit
Decent product for the price. Packaging could be better though.,1,Karnataka,Snapdeal,Tamil,Legit
Decent product for the price. Packaging could be better though.,3,Delhi,Flipkart,Telugu,Legit
Decent product for the price. Packaging could be better though.,5,Delhi,Flipkart,Tamil,Legit
Fits well and is comfortable for long periods of use.,3,Delhi,Amazon,Bengali,Legit
Great product. Great service. Great everything.,4,West Bengal,Myntra,Telugu,Fake
Fits well and is comfortable for long periods of use.,2,Tamil Nadu,Snapdeal,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Myntra,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Snapdeal,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,Tamil Nadu,Myntra,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Tamil Nadu,Myntra,Tamil,Fake
OMG this is the best phone in the universe!!!!,2,Delhi,Myntra,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Karnataka,Flipkart,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Karnataka,Amazon,Hindi,Fake
Received the item in good condition. Works as expected.,2,Karnataka,Myntra,Bengali,Legit
Fits well and is comfortable for long periods of use.,1,Maharashtra,Flipkart,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,Tamil Nadu,Flipkart,Bengali,Fake
Received the item in good condition. Works as expected.,2,West Bengal,Snapdeal,Tamil,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Delhi,Myntra,Bengali,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,West Bengal,Zomato,Hindi,Fake
